Egg_ID,bd_liz_id,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,mortality,liz_status,season,date_egg_laid_(day/m/year)),date_egg_laid_(year/m/day),hatch_date_(year/m/day),Hatch_data_(day/m/year),egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,X.reduction,bd_mass_orig,bd_svl_orig_mm,bd_tail_orig_mm,bd_totl_orig,notes,feeding_expt,metabolism,behaviour,feed_date_start,metab_start_date,growth,albumin,
EG919_21,,,,,CL256_21,E027_21,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.114,8.22,5.07,NA,NA,,,,,,,,,,,,,
EG920_21,,,,,CL256_21,E027_21,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.112,7.84,5.38,NA,NA,,,,,,,,,,,,,
EG921_21,,,,,CL256_21,E027_21,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.109,8.31,5.05,NA,NA,,,,,,,,,,,,,
EG922_21,,,,,CL257_21,E028_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.204,8.86,6.95,NA,NA,,,,,,,,,,,,,
EG923_21,,,,,CL257_21,E028_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.193,8.14,6.74,NA,NA,,,,,,,,,,,,,
EG924_21,,,,,CL257_21,E028_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.203,8.54,6.84,NA,NA,,,,,,,,,,,,,
EG925_21,,,,,CL257_21,E028_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.196,8.47,6.87,NA,NA,,,,,,,,,,,,,
EG926_21,,,,,CL258_21,E030_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.157,7.62,6.57,NA,NA,,,,,,,,,,,,,
EG927_21,,,,,CL258_21,E030_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.155,7.39,6.37,NA,NA,,,,,,,,,,,,,
EG928_21,,,,,CL258_21,E030_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.149,7.42,6.32,NA,NA,,,,,,,,,,,,,
EG929_21,,,,,CL258_21,E030_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.152,7.36,6.34,NA,NA,,,,,,,,,,,,,
EG930_21,,,,,CL258_21,E030_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.143,7.91,5.98,NA,NA,,,,,,,,,,,,,
EG931_21,,,,,CL259_21,E007_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.189,8.28,6.65,NA,NA,,,,,,,,,,,,,
EG932_21,,,,,CL259_21,E007_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.184,8.38,6.43,NA,NA,,,,,,,,,,,,,
EG933_21,,,,,CL259_21,E007_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.18,7.97,6.5,NA,NA,,,,,,,,,,,,,
EG934_21,,,,,CL259_21,E007_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.181,8.01,6.55,NA,NA,,,,,,,,,,,,,
EG935_21,,,,,CL259_21,E007_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.175,7.89,6.6,NA,NA,,,,,,,,,,,,,
EG936_21,,,,,CL260_21,E001_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.159,8.47,6.22,NA,NA,,,,,,,,,,,,,
EG937_21,,,,,CL260_21,E001_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.122,8.37,5.18,NA,NA,,,,,,,,,,,,,
EG938_21,,,,,CL260_21,E001_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.168,7.98,6.33,NA,NA,,,,,,,,,,,,,
EG939_21,,,,,CL260_21,E001_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.16,8.57,6.15,NA,NA,,,,,,,,,,,,,
EG940_21,,,,,CL260_21,E001_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.149,8.27,5.92,NA,NA,,,,,,,,,,,,,
EG941_21,,,,,CL260_21,E001_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.168,8.13,6.38,NA,NA,,,,,,,,,,,,,
EG942_21,,,,,CL260_21,E001_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,21/1/22,22/1/21,,,0.128,8.81,5.11,NA,NA,,,,,,,,,,,,,
EG943_21,,,,,CL261_21,E030_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.126,6.96,5.21,NA,NA,,,,,,,,,,,,,
EG944_21,,,,,CL261_21,E030_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.118,7.02,5.35,NA,NA,,,,,,,,,,,,,
EG945_21,,,,,CL261_21,E030_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.111,7.02,5.15,NA,NA,,,,,,,,,,,,,
EG946_21,,,,,CL262_21,E025_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.166,7.85,6.35,NA,NA,,,,,,,,,,,,,
EG947_21,,,,,CL262_21,E025_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.157,8.23,6.37,NA,NA,,,,,,,,,,,,,
EG948_21,,,,,CL262_21,E025_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.146,7.56,6.06,NA,NA,,,,,,,,,,,,,
EG949_21,,,,,CL262_21,E025_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.147,7.44,5.89,NA,NA,,,,,,,,,,,,,
EG950_21,,,,,CL262_21,E025_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.163,7.75,6.36,NA,NA,,,,,,,,,,,,,
EG951_21,,,,,CL262_21,E011_M E024_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.183,8.6,6.5,NA,NA,,,,,,,,,,,,,
EG952_21,,,,,CL262_21,E011_M E024_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.169,8.48,6.13,NA,NA,,,,,,,,,,,,,
EG953_21,,,,,CL262_21,E011_M E024_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.17,8.12,6.14,NA,NA,,,,,,,,,,,,,
EG954_21,,,,,CL262_21,E011_M E024_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.161,8.6,5.93,NA,NA,,,,,,,,,,,,,
EG955_21,,,,,CL263_21,E027_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.175,8.27,6.46,NA,NA,,,,,,,,,,,,,
EG956_21,,,,,CL263_21,E027_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.165,8.67,6.27,NA,NA,,,,,,,,,,,,,
EG957_21,,,,,CL263_21,E027_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.182,8.66,6.35,NA,NA,,,,,,,,,,,,,
EG958_21,,,,,CL263_21,E027_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,14/2/22,22/2/14,,,0.159,8.67,5.87,NA,NA,,,,,,,,,,,,,
EG959_21,,,,,CL264_21,E030_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.168,8.41,6.2,NA,NA,,,,,,,,,,,,,
EG960,,,,,CL264_21,E030_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.194,8.84,6.6,NA,NA,,,,,,,,,,,,,
EG961,,,,,CL264_21,E030_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.168,8.92,6.1,NA,NA,,,,,,,,,,,,,
EG962,,,,,CL265_21,E009_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.15,7.7,6.23,NA,NA,,,,,,,,,,,,,
EG963,,,,,CL265_21,E009_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.14,7.88,5.89,NA,NA,,,,,,,,,,,,,
EG964,,,,,CL265_21,E009_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.145,7.63,6.15,NA,NA,,,,,,,,,,,,,
EG965,,,,,CL266_21,E007_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.156,7.97,6.22,NA,NA,,,,,,,,,,,,,
EG966,,,,,CL266_21,E007_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.151,8.1,6.27,NA,NA,,,,,,,,,,,,,
EG967,,,,,CL266_21,E007_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.149,7.68,6.18,NA,NA,,,,,,,,,,,,,
EG968,,,,,CL266_21,E007_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.141,7.46,6.08,NA,NA,,,,,,,,,,,,,
EG969,,,,,CL266_21,E007_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.144,7.55,6.32,NA,NA,,,,,,,,,,,,,
EG970,,,,,CL266_21,E007_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.141,7.87,5.92,NA,NA,,,,,,,,,,,,,
EG971,,,,,CL267_21,E026_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.112,8.22,5.05,NA,NA,Note clucth was found somewhat dehydrated,,,,,,,,,,,,
EG972,,,,,CL267_21,E026_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.122,8.14,5.12,NA,NA,Note clucth was found somewhat dehydrated,,,,,,,,,,,,
EG973,,,,,CL267_21,E026_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.122,8.27,5.03,NA,NA,Note clucth was found somewhat dehydrated,,,,,,,,,,,,
EG974,,,,,CL267_21,E026_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.113,8.73,5.51,NA,NA,Note clucth was found somewhat dehydrated,,,,,,,,,,,,
EG975,,,,,CL267_21,E026_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,15/2/22,22/2/15,,,0.118,8.1,5.41,NA,NA,Note clucth was found somewhat dehydrated,,,,,,,,,,,,
EG976,,,,,CL268_21,E001_F_120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,16/2/22,22/2/16,,,0.119,8.1,5.48,NA,NA,,,,,,,,,,,,,
EG977,,,,,CL268_21,E001_F_120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,16/2/22,22/2/16,,,0.13,7.98,5.45,NA,NA,,,,,,,,,,,,,
EG978,,,,,CL268_21,E001_F_120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,16/2/22,22/2/16,,,0.129,7.79,5.46,NA,NA,,,,,,,,,,,,,
EG979,,,,,CL269_21,E001_F_120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,16/2/22,22/2/16,,,0.12,7.46,5.4,NA,NA,,,,,,,,,,,,,
EG980,,,,,CL269_21,E001_F_120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,16/2/22,22/2/16,,,0.135,8.33,5.58,NA,NA,,,,,,,,,,,,,
EG981,,,,,CL269_21,E001_F_120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,16/2/22,22/2/16,,,0.128,8.11,5.46,NA,NA,,,,,,,,,,,,,
EG982,,,,,CL269_21,E020_MQ,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/2/22,22/2/17,,,0.212,9.1,6.54,NA,NA,"large, perhaps was laid several days ago and missed",,,,,,,,,,,,
EG983,,,,,CL270_21,E027_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.124,7.72,5.66,NA,NA,,,,,,,,,,,,,
EG984,,,,,CL270_21,E027_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.137,8.34,5.53,NA,NA,,,,,,,,,,,,,
EG985,,,,,CL270_21,E027_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.122,8.32,5.47,NA,NA,,,,,,,,,,,,,
EG986,,,,,CL271_21,E025_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.154,7.65,6.14,NA,NA,,,,,,,,,,,,,
EG987,,,,,CL271_21,E025_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.131,7.35,5.93,NA,NA,,,,,,,,,,,,,
EG988,,,,,CL271_21,E025_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.139,7.61,6.05,NA,NA,,,,,,,,,,,,,
EG989,,,,,CL272_21,E025_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.136,7.79,5.86,NA,NA,,,,,,,,,,,,,
EG990,,,,,CL272_21,E025_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.13,6.94,6.06,NA,NA,,,,,,,,,,,,,
EG991,,,,,CL272_21,E025_F120,NA,NA,delicata,,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.134,7.22,6.04,NA,NA,not treated,,,,,,,,,,,,
EG992,,,,,CL273_21,E025_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.144,7.57,6.11,NA,NA,,,,,,,,,,,,,
EG993,,,,,CL273_21,E025_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.143,7.1,6.38,NA,NA,,,,,,,,,,,,,
EG994,,,,,CL274_21,E018_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.141,7.71,5.71,NA,NA,,,,,,,,,,,,,
EG995,,,,,CL274_21,E018_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.138,8.14,5.47,NA,NA,,,,,,,,,,,,,
EG996,,,,,CL274_21,E018_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.146,8.38,5.67,NA,NA,,,,,,,,,,,,,
EG997,,,,,CL274_21,E018_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.151,7.81,5.83,NA,NA,,,,,,,,,,,,,
EG998,,,,,CL274_21,E018_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.139,8.15,5.51,NA,NA,,,,,,,,,,,,,
EG999,,,,,CL275_21,E025_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.137,6.78,6.16,NA,NA,,,,,,,,,,,,,
EG1000,,,,,CL275_21,E025_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.143,7.31,6.15,NA,NA,,,,,,,,,,,,,
EG1001,,,,,CL275_21,E025_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.145,7.84,5.83,NA,NA,,,,,,,,,,,,,
EG1002,,,,,CL275_21,E025_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.138,7.25,6.1,NA,NA,,,,,,,,,,,,,
EG1003,,,,,CL275_21,E025_M,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.156,8.04,6.29,NA,NA,,,,,,,,,,,,,
EG1004,,,,,CL275_21,E025_M,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.138,7.15,5.87,NA,NA,,,,,,,,,,,,,
EG1005,,,,,CL275_21,E025_M,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.14,7.22,6.02,NA,NA,,,,,,,,,,,,,
EG1006,,,,,CL276_21,E001_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.16,8.77,5.6,NA,NA,,,,,,,,,,,,,
EG1007,,,,,CL276_21,E001_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.167,9.16,5.84,NA,NA,,,,,,,,,,,,,
EG1008,,,,,CL276_21,E001_F120,NA,NA,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.148,7.84,6.16,NA,NA,,,,,,,,,,,,,
EG1009,,,,,CL276_21,E001_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.151,7.34,6.13,NA,NA,,,,,,,,,,,,,
EG1010,,,,,CL276_21,E001_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.156,7.91,6.1,NA,NA,,,,,,,,,,,,,
EG1011,,,,,CL276_21,E001_F120,NA,NA,delicata,C_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.161,7.64,6.24,NA,NA,,,,,,,,,,,,,
EG1012,,,,,CL276_21,E001_F120,NA,NA,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,20/2/22,22/2/20,,,0.155,7.64,6.12,NA,NA,,,,,,,,,,,,,
NA,LG6000_20,"""5002""",Box 1.28,f,NA,NA,NA,E032_F120,guichenoti,NA,1,ALIVE,NA,NA,NA,,,NA,NA,NA,NA,NA,"Lizard found missing. Not sure what ID it is, genetics can tell us",,,,,,,,,,,,
NA,LD776**,,,,NA,NA,NA,NA,delicata,NA,1,ALIVE,NA,NA,NA,22/2/20,,0.106,17,23,NA,NA,,,,,,,,,,,,,
EG1013,,,,,CL277_21,E022_F120,NA,NA,delicata,T4_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.16,7.75,6.31,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1014,,,,,CL277_21,E022_F120,NA,NA,delicata,T3_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.178,8.21,6.57,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1015,,,,,CL277_21,E022_F120,NA,NA,delicata,T3_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.19,8.56,6.76,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1016,,,,,CL277_21,E022_F120,NA,NA,delicata,T4_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.188,8.24,6.57,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1017,,,,,CL278_21,E014_M,NA,NA,delicata,T3_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.207,9.24,6.71,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1018,,,,,CL278_21,E014_M,NA,NA,delicata,DMSO,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.196,8.33,6.53,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1019,,,,,CL278_21,E014_M,NA,NA,delicata,T4_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.214,9.39,6.91,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1020,,,,,CL279_21,E007_F120,NA,NA,delicata,T3_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.16,8.27,6.2,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1021,,,,,CL279_21,E007_F120,NA,NA,delicata,DMSO,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.15,8.63,5.7,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1022,,,,,CL279_21,E007_F120,NA,NA,delicata,T3_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.138,8.57,5.44,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1023,,,,,CL279_21,E007_F120,NA,NA,delicata,T4_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.143,8.69,5.43,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1024,,,,,CL280_21,E001_F120,NA,NA,delicata,T3_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.14,8.94,5.7,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1025,,,,,CL280_21,E001_F120,NA,NA,delicata,DMSO,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.148,8.73,6.03,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1026,,,,,CL280_21,E001_F120,NA,NA,delicata,T3_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.18,8.3,6.76,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1027,,,,,CL280_21,E001_F120,NA,NA,delicata,DMSO,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.202,8.21,6.55,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1028,,,,,CL281_21,E002_F120,NA,NA,delicata,T4_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.203,8.41,6.64,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1029,,,,,CL281_21,E002_F120,NA,NA,delicata,T4_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.196,8.19,6.67,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1030,,,,,CL281_21,E002_F120,NA,NA,delicata,T3_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.185,7.64,6.8,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1031,,,,,CL281_21,E002_F120,NA,NA,delicata,DMSO,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.177,7.82,6.53,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1032,,,,,CL282_21,E026_M,NA,NA,delicata,DMSO,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.203,8.38,6.49,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1033,,,,,CL282_21,E026_M,NA,NA,delicata,T4_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.144,7.48,6.11,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1034,,,,,CL282_21,E026_M,NA,NA,delicata,T3_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.18,8.21,6.61,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1035,,,,,CL282_21,E026_M,NA,NA,delicata,T4_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.182,7.25,6.48,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1036,,,,,CL282_21,E026_M,NA,NA,delicata,T3_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.162,7.59,6.11,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1037,,,,,CL283_21,E030_M,NA,NA,delicata,T4_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.145,6.98,6.37,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1038,,,,,CL283_21,E030_M,NA,NA,delicata,T4_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.158,7.75,6.34,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1039,,,,,CL283_21,E030_M,NA,NA,delicata,T3_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.144,7.21,6.09,NA,NA,,,,,100%DMSO solutions,,,,,,,,treatment wicked to substrate
EG1040,,,,,CL283_21,E030_M,NA,NA,delicata,DMSO,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.139,7.16,6.05,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1041,,,,,CL283_21,E030_M,NA,NA,delicata,T4_Low_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.149,7.14,6.11,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1042,,,,,CL283_21,E030_M,NA,NA,delicata,DMSO,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.145,7.73,5.51,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1043,,,,,CL283_21,E030_M,NA,NA,delicata,T3_High_Topical,1,ALIVE,2021/22,24/2/22,22/2/24,,,0.153,7.2,6.22,NA,NA,,,,,100%DMSO solutions,,,,,,,,
EG1044,,,,,CL284_21,EO14_M,NA,NA,delicata,T4_High_Topical,1,ALIVE,2021/22,28/2/22,,,,0.217,8.22,6.95,NA,NA,,,,,5%DMSO/95%EtOH solutions,,,,,,,,
EG1045,,,,,CL285_21,E017_M; E007_M,NA,NA,delicata,T3_High_Topical,1,ALIVE,2021/22,28/2/22,,,,0.17,7.77,6.73,NA,NA,,,,,5%DMSO/95%EtOH solutions,,,,,,,,
EG1046,,,,,CL285_21,E017_M; E007_M,NA,NA,delicata,T3_Low_Topical,1,ALIVE,2021/22,28/2/22,,,,0.167,8.54,6.35,NA,NA,,,,,5%DMSO/95%EtOH solutions,,,,,,,,
EG1047,,,,,CL285_21,E017_M; E007_M,NA,NA,delicata,T4_Low_Topical,1,ALIVE,2021/22,28/2/22,,,,0.184,7.83,6.67,NA,NA,,,,,5%DMSO/95%EtOH solutions,,,,,,,,
EG1048,,,,,CL286_21,E003_F120,NA,NA,delicata,T3_High_Topical,1,ALIVE,2021/22,28/2/22,,,,0.239,8.16,7.17,NA,NA,,,,,5%DMSO/95%EtOH solutions,,,,,,,,
EG1049,,,,,CL286_21,E003_F120,NA,NA,delicata,5%DMSO,1,ALIVE,2021/22,28/2/22,,,,0.249,8.65,7.29,NA,NA,,,,,5%DMSO/95%EtOH solutions,,,,,,,,
EG1050,,,,,CL286_21,E003_F120,NA,NA,delicata,T4_High_Topical,1,ALIVE,2021/22,28/2/22,,,,0.25,8.42,7.09,NA,NA,,,,,5%DMSO/95%EtOH solutions,,,,,,,,
