Egg_ID,bd_liz_id,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,mortality,liz_status,season,date_egg_laid_(day/m/year)),date_egg_laid_(year/m/day),hatch_date_(year/m/day),Hatch_data_(day/m/year),egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,X.reduction,bd_mass_orig,bd_svl_orig_mm,bd_tail_orig_mm,bd_totl_orig,notes,feeding_expt,metabolism,behaviour,feed_date_start,metab_start_date,growth,albumin,
EG140_20,NA,,,,CL040_20,E054_M,,,guichenoti,A-28,1,DEAD,2020/21,2/11/20,20/11/02,,,0.184,9.53,5.78,0.155,0.157608696,,,,,perfect yolk exttaction; egg die 16/11,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG141_20,LG141_20,"""(234)(134)30""",Box 1.23,m,CL040_20,E054_M,,E066,guichenoti,A-23,0,ALIVE,2020/21,2/11/20,20/11/02,20/12/24,,0.188,9.72,5.91,0.169,0.10106383,0.166,20.707,29.599,50.306,perfect yolk exttaction,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG142_20,LG142_20,"""(2345)(345)0(23)""",Box 1.24,m,CL041_20,E050_M,,E067,guichenoti,A-23,0,ALIVE,2020/21,2/11/20,20/11/02,20/12/26,,0.173,9.43,5.66,0.152,0.121387283,0.152,20.782,25.382,46.164,,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG143_20,LG143_20,"""2440""",Box 1.23,m,CL041_20,E050_M,NA,E006_F120,guichenoti,C-23,0,ALIVE,2020/21,2/11/20,20/11/02,20/12/27,,0.177,9.06,5.89,NA,NA,0.166,21.126,26.692,47.818,,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG144_20,LG144_20,"""4440""/""(All)(All)(1234)(12)""",Box 1.24,m,CL042_20,E051_M,,E012_F120,guichenoti,A-28,0,ALIVE,2020/21,2/11/20,20/11/02,20/12/03,,0.185,10.11,5.72,0.156,0.156756757,0.126,19.123,25.274,44.397,perfect yolk exttaction,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG145_20,LG145_20,"""3300""",Box 1.24,,CL043_20,E054_M,,E017_F120,guichenoti,C-28,0,ALIVE,2020/21,3/11/20,20/11/03,20/12/06,,0.142,9.17,5.21,NA,NA,0.13,18.787,23.958,42.745,"photo with LD, not LG",1,0,1,14/1/00,28/1/00,11/2/00,0,
EG146_20,NA,,,,CL043_20,E054_M,,,guichenoti,A-28,1,DEAD,2020/21,3/11/20,20/11/03,,,0.149,8.96,5.25,0.129,0.134228188,,,,,perfect yolk exttaction; egg die 11/11,0,0,0,14/1/00,28/1/00,11/2/00,0,
EG147_20,LG147_20,"""0300""",Box 1.25,m,CL044_20,E005_M,,E021_F120,guichenoti,A-23,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/29,,0.195,9.52,6.16,0.166,0.148717949,0.163,19.648,25.153,44.801,a bit watery,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG148_20,LG148_20,"""5020""",Box 1.24,,CL044_20,E005_M,,E017_F120,guichenoti,A-28,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/06,,0.187,8.65,6.31,0.155,0.171122995,0.144,19.877,24.898,44.775,,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG149_20,LG149_20,"""0233""",Box 1.24,m,CL044_20,E005_M,,E012_F120,guichenoti,C-28,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/07,,0.186,8.75,6.16,NA,NA,0.154,20.722,24.533,45.255,,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG150_20,LG150_20,"""0024""",Box 1.24,m,CL044_20,E005_M,,E016_F120,guichenoti,C-23,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/29,,0.188,8.5,6.4,NA,NA,0.153,19.209,23.835,43.044,,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG151_20,LD151_20,"""4001""",Box 1.27,m,CL045_20,E030_M,,,delicata,A-23,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/22,,0.116,7.87,5.15,0.1,0.137931034,0.114,17.599,22.046,39.645,perfect yolk exttaction,0,0,0,14/1/00,28/1/00,11/2/00,0,
EG152_20,LD152_20,"""0220""",Box 1.22,m,CL045_20,E030_M,,,delicata,A-28,1,DEAD,2020/21,4/11/20,20/11/04,20/12/02,,0.123,8.2,5.17,0.108,0.12195122,0.098,17.214,21.569,38.783,"perfect yolk exttaction, died 16.12.20",1,0,0,14/1/00,28/1/00,11/2/00,0,
EG153_20,LD153_20,"""4030""",Box 1.27,m,CL045_20,E030_M,,,delicata,C-28,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/03,,0.115,8.53,4.88,NA,NA,0.106,18.175,26.473,44.648,,1,0,0,14/1/00,28/1/00,11/2/00,0,
EG154_20,NA,,,,CL045_20,E030_M,,,delicata,C-23,1,DEAD,2020/21,4/11/20,20/11/04,,,0.114,8.24,4.85,NA,NA,,,,,Egg dried out; died 11/12/20,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG155_20,NA,,,,CL046_20,E021_M,,,delicata,A-23,1,DEAD,2020/21,4/11/20,20/11/04,,,0.139,8.32,5.57,0.123,0.115107914,,,,,a bit watery; egg died 29/12/20,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG156_20,LD156_20,"""0350""",Box 1.25,m,CL046_20,E021_M,,,delicata,A-28,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/04,,0.145,8.9,5.44,0.126,0.131034483,0.086,17.181,21.628,38.809,perfect yolk exttaction,1,0,0,14/1/00,28/1/00,11/2/00,0,
EG157_20,LD157_20,"""4002""",Box 1.24,m,CL046_20,E021_M,,E019_F120,delicata,C-28,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/07,,0.138,8.36,5.59,NA,NA,0.104,18.157,23.503,41.66,,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG158_20,LD158_20,"""2100""",Box 1.26,m,CL046_20,E021_M,,E041_F120,delicata,C-23,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/24,,0.142,8.87,5.41,NA,NA,0.112,16.751,22.329,39.08,,0,0,0,14/1/00,28/1/00,11/2/00,0,
EG159_20,LG159_20,"""3030""",Box 1.25,,CL047_20,E001_M,,E028_F120,guichenoti,C-28,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/07,,0.218,8.94,6.7,NA,NA,0.156,19.233,28.069,47.302,,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG160_20,LG160_20,"""0504""",Box 1.23,,CL047_20,E001_M,,E011_F120,guichenoti,A-23,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/24,,0.219,8.84,6.75,0.196,0.105022831,0.143,19.942,25.935,45.877,perfect yolk exttaction,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG161_20,NA,,,,CL047_20,E001_M,,,guichenoti,A-28,1,DEAD,2020/21,4/11/20,20/11/04,,,0.215,9.6,6.43,0.189,0.120930233,,,,,perfect yolk exttaction; egg died 12/12/20,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG162_20,LD162_20,"""3440""",Box 1.24,m,CL048_20,E026_M,,E013_F120,delicata,A-23,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/22,,0.172,8.2,6.24,0.146,0.151162791,0.127,17.995,24.483,42.478,perfect yolk exttaction,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG163_20,LD163_20,"""0555""",Box 1.25,m,CL048_20,E026_M,,E027_F120,delicata,A-28,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/03,,0.168,8.41,6.19,0.138,0.178571429,0.094,17.898,24.975,42.873,perfect yolk exttaction,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG164_20,LD164_20,"""2030""",Box 1.26,f,CL048_20,E026_M,,E050_F120,delicata,C-28,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/03,,0.16,8.3,6.01,NA,NA,0.12,18.471,26.347,44.818,,1,0,0,14/1/00,28/1/00,11/2/00,0,
EG165_20,LD165_20,"""2300""",Box 1.27,m,CL048_20,E026_M,,,delicata,C-23,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/22,,0.168,8.63,6.04,NA,NA,0.138,19.83,26.505,46.335,,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG166_20,NA,,,,CL049_20,E031_M,,,delicata,A-23,1,DEAD,2020/21,4/11/20,20/11/04,,,0.138,8,5.72,0.116,0.15942029,,,,,watery with bit of red blood cells; died 29/12/20,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG167_20,NA,,,,CL049_20,E031_M,,,delicata,A-28,1,DEAD,2020/21,4/11/20,20/11/04,,,0.144,8.33,5.69,0.124,0.138888889,,,,,perfect yolk exttaction; egg died 8 Dec 20; fully developed,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG168_20,LD168_20,,Box 1.22,,CL049_20,E031_M,,,delicata,C-28,1,DEAD,2020/21,4/11/20,20/11/04,20/12/02,,0.137,7.72,5.74,NA,NA,0.102,16.044,23.325,39.369,died 16.12.20,1,0,0,14/1/00,28/1/00,11/2/00,0,
EG169_20,LD169_20,"""05(1234)0""",Box 1.24,f,CL049_20,E031_M,,E014_F120,delicata,C-23,0,ALIVE,2020/21,4/11/20,20/11/04,20/12/23,,0.126,7.39,5.66,NA,NA,0.123,18.844,23.672,42.516,,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG170_20,NA,,,,CL049_20,E031_M,,,delicata,A-28,1,DEAD,2020/21,4/11/20,20/11/04,,,0.137,8.05,5.7,0.113,0.175182482,,,,,a bit watery; egg died 12/12/20,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG171_20,NA,,,,CL050_20,E046_M,,,delicata,A-28,1,DEAD,2020/21,5/11/20,20/11/05,,,0.118,8.26,5.06,0.099,0.161016949,,,,,egg died 8/12/20; fully formed embryo,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG172_20,LD172_20,"""0405""",Box 1.24,,CL050_20,E046_M,,E014_F120,delicata,C-28,0,ALIVE,2020/21,5/11/20,20/11/05,20/12/03,,0.118,8.2,5.02,NA,NA,0.099,17.653,21.81,39.463,,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG173_20,LD173_20,,Box 1.23,,CL050_20,E046_M,,,delicata,A-23,0,ALIVE,2020/21,5/11/20,20/11/05,20/12/23,,0.116,8.17,5.01,0.104,0.103448276,0.98,17.565,21.658,39.223,tail dropped and saved after sprint speed,0,0,0,14/1/00,28/1/00,11/2/00,0,
EG174_20,LG174_20,"""3403""",Box 1.23,f,CL051_20,E053_M,,E012_F120,guichenoti,A-23,0,ALIVE,2020/21,5/11/20,20/11/05,20/12/26,,0.162,8.62,5.79,0.137,0.154320988,0.141,19.344,26.589,45.933,,0,0,1,14/1/00,28/1/00,11/2/00,0,
EG175_20,LG175_20,"""4002""",Box 1.26,m,CL051_20,E053_M,,E035_F120,guichenoti,A-28,0,ALIVE,2020/21,5/11/20,20/11/05,20/12/06,,0.161,9.07,5.62,0.135,0.161490683,0.126,18.798,3.744,22.542,"born with no tail. Photo with LD, not LG",1,0,0,14/1/00,28/1/00,11/2/00,0,
EG176_20,LG176_20,"""5400""",Box 1.24,f,CL051_20,E053_M,,E021_F120,guichenoti,C-28,0,ALIVE,2020/21,5/11/20,20/11/05,20/12/06,,0.162,8.19,6.06,NA,NA,0.151,19.242,29.379,48.621,,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG177_20,NA,,,,CL051_20,E053_M,,,guichenoti,C-23,1,DEAD,2020/21,5/11/20,20/11/05,,,0.178,8.05,6.39,NA,NA,,,,,egg died 29/12/20,NA,NA,NA,14/1/00,28/1/00,11/2/00,0,
EG178_20,LD178_20,"""0250""",Box 1.24,f,CL052_20,E048_M,,E018_F120,delicata,A-23,0,ALIVE,2020/21,5/11/20,20/11/05,20/12/23,,0.108,7.64,5,0.096,0.111111111,0.097,16.345,22.088,38.433,a bit watery,1,0,1,14/1/00,28/1/00,11/2/00,0,
EG179_20,LD179_20,"""1050""",Box 1.27,f,CL052_20,E048_M,,E049_F120,delicata,A-28,0,ALIVE,2020/21,5/11/20,20/11/05,20/12/03,,0.097,7.75,4.73,0.085,0.12371134,0.075,17.016,23.323,40.339,,1,0,0,14/1/00,28/1/00,11/2/00,0,
EG180_20,LD180_20,NA,Box 1.23,,CL052_20,E048_M,NA,NA,delicata,C-28,1,DEAD,2020/21,5/11/20,20/11/05,20/12/04,,0.098,7.83,4.82,NA,NA,0.088,16.981,24.79,41.771,"Died 13/2/21. Probably just fluke as stuck to tape for behaviour trials, but was fine",1,0,1,14/1/00,28/1/00,11/2/00,0,
EG181_20,LD181_20,"""5334""",Box 1.24,m,CL052_20,E048_M,,E014_F120,delicata,C-23,0,ALIVE,2020/21,5/11/20,20/11/05,20/12/23,,0.107,7.84,4.95,NA,NA,0.107*,,,,"*PHTO WITH WRONG NUMBER, SAYS 182_20",0,0,1,14/1/00,28/1/00,11/2/00,0,
EG182_20,LD182_20,"""(45)040""",Box 1.25,m,CL053_20,E019_M,,E029_F120,delicata,A-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/27,,0.158,8.89,5.84,0.133,0.158227848,0.123,18.258,23.426,41.684,,0,0,1,,,,0,
EG183_20,LD183_20,"""(35)0(23)0""",Box 1.25,f,CL053_20,E019_M,,E022_F120,delicata,A-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/07,,0.159,8.41,6.03,0.138,0.132075472,0.117,18.464,26.329,44.793,,1,0,1,,,,0,
EG184_20,LD184_20,"""303(13)""",Box 1.27,f,CL053_20,E019_M,,E043_F120,delicata,C-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/06,,0.139,9,5.3,NA,NA,0.115,19.37,27.777,47.147,,1,0,0,,,,0,
EG185_20,LD185_20,"""1050""",Box 1.25,f,CL053_20,E019_M,,E029_F120,delicata,C-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/28,,0.141,8.75,5.58,NA,NA,0.123,,,,,0,0,1,,,,0,
EG186_20,LD186_20,"""4001""",Box 1.23,m,CL054_20,E030_M,,E010_F120,delicata,A-23,1,DEAD,2020/21,6/11/20,20/11/06,20/12/23,,0.152,8.36,5.81,0.129,0.151315789,0.102,17.864,21.439,39.303,,0,0,1,,,,0,
EG187_20,LD187_20,"""30(345)(245)""",Box 1.23,m,CL054_20,E030_M,NA,E007_F120,delicata,A-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/05,,0.162,8.38,6,0.143,0.117283951,0.11,17.551,24.916,42.467,a bit watery,1,0,1,,,,0,
EG188_20,LD188_20,"""0302""",Box 1.28,f,CL054_20,E030_M,,E052_F120,delicata,C-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/06,,0.177,8.62,6.31,NA,NA,0.118,18.762,24.698,43.46,,1,0,0,,,,0,
EG189_20,LD189_20,"""1003""",Box 1.23,m,CL054_20,E030_M,NA,E007_F120,delicata,C-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/23,,0.153,8.4,5.83,NA,NA,0.112,18.62,23.863,42.483,,0,0,1,,,,0,
EG190_20,NA,,,,CL055_20,E010_M,,,delicata,A-23,1,DEAD,2020/21,6/11/20,20/11/06,,,0.159,8,5.97,0.139,0.125786164,,,,,"a bit of blood; egg died 26/1/21, but no embryo",0,0,0,,,,0,
EG191_20,LD191_20,"""5504""",Box 1.23,f,CL055_20,E010_M,,E011_M/E024_M,delicata,A-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/04,,0.153,7.63,6.1,0.129,0.156862745,0.095,17.826,22.449,40.275,a bit watery,1,0,1,,,,0,
EG192_20,LD192_20,"""0545""",Box 1.23,m,CL055_20,E010_M,,E010_F120,delicata,C-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/24,,0.154,8.11,5.98,NA,NA,0.116,18.756,23.358,42.114,,0,0,1,,,,0,
EG193_20,LD193_20,"""2003""",Box 1.23,m,CL055_20,E010_M,NA,E007_F120,delicata,C-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/04,,0.144,7.81,5.92,NA,NA,0.112,19.433,24.504,43.937,,1,1,1,,,,0,
EG194_20,LD194_20,"""4003""",Box 1.23,m,CL055_20,E010_M,,EM01,delicata,A-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/03,,0.149,8.05,5.96,0.126,0.154362416,0.096,17.487,22.364,39.851,,1,1,0,,,,0,
EG195_20,LG195_20,"""2200""",Box 1.24,f,CL056_20,E003_M,,E067,guichenoti,C-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/08,,0.178,9.82,5.58,NA,NA,0.162,21.09,27.926,49.016,,1,0,1,,,,0,
EG196_20,LG196_20,NA,NA,f,CL056_20,E003_M,NA,NA,guichenoti,A-28,1,DEAD,2020/21,6/11/20,20/11/06,20/12/10,,0.186,9.44,5.78,0.163,0.123655914,0.136,19.147,26.281,45.428,died 3/05/22,1,0,0,,,,0,
EG197_20,LG197_20,"""1004""",Box 1.24,f,CL056_20,E003_M,,E015_F120,guichenoti,A-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/29,,0.166,9.24,5.64,0.144,0.13253012,0.146,19.628,24.661,44.289,,0,0,1,,,,0,
EG198_20,LD198_20,"""0101""",Box 1.26,m,CL057_20,E029_M,,E039_F120,delicata,A-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/25,,0.127,7.76,5.5,0.116,0.086614173,0.103,18.197,24.073,42.27,,0,0,0,,,,0,
EG199_20,LD199_20,"""0045""",,m,CL057_20,E029_M,,E049_F120,delicata,A-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/06,,0.125,7.96,5.33,0.108,0.136,0.103,18.19,23.161,41.351,,1,0,0,,,,0,
EG200_20,LD200_20,"""5012""",Box 1.24,f,CL057_20,E029_M,,E019_F120,delicata,C-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/06,,0.119,7.97,5.11,NA,NA,0.103,17.706,25.211,42.917,,1,0,1,,,,0,
EG201_20,LD201_20,"""4010""",Box 1.24,f,CL057_20,E029_M,,E012_M,delicata,C-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/26,,0.199,7.68,5.23,NA,NA,0.11,18.15,24.508,42.658,"*one of the two clucthes is not E012, maybe E21, but no idea which one",0,0,1,,,,0,
EG202_20,LD202_20,"""4500""",Box 1.24,m,CL058_20,E012_M*,,E022_F120,delicata,A-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/24,,0.144,8.53,5.54,0.117,0.1875,0.091,16.744,21.88,38.624,,0,0,1,,,,0,
EG203_20,LD203_20,"""4542""",Box 1.23,,CL058_20,E012_M,,E004_F120,delicata,A-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/05,,0.133,8.07,5.54,0.114,0.142857143,0.087,16.223,22.558,38.781,,1,1,0,,,,0,
EG204_20,LD204_20,"""3*30""",Box 1.23,f,CL058_20,E012_M,,E029_M,delicata,C-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/06,,0.137,8.44,5.47,NA,NA,0.104,18.169,23.487,41.656,,1,0,1,,,,0,
EG205_20,LD205_20,"""0031""",Box 1.26,m,CL058_20,E012_M,,E051_F120,delicata,C-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/23,,0.14,8.44,5.49,NA,NA,0.105,17.766,23.958,41.724,,0,0,0,,,,0,
EG206_20,LD206_20,"""0102""",Box 1.27,m,CL059_20,E012_M*,,,delicata,A-23,1,DEAD,2020/21,6/11/20,20/11/06,20/12/24,,0.14,8.74,5.5,0.119,0.15,0.101,18.39,23.964,42.354,Euthanised for brain 23/09/2022,0,0,0,,,,0,
EG207_20,LD207_20,"""3000""",Box 1.26,f,CL059_20,E012_M,,E040_F120,delicata,A-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/05,,0.13,8.15,5.32,0.114,0.123076923,0.096,18.124,24.268,42.392,,1,1,0,,,,0,
EG208_20,LD208_20,"""3003""",Box 1.23,f,CL059_20,E012_M,NA,E007_F120,delicata,C-28,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/05,,0.144,9.02,5.37,NA,NA,0.113,17.756,24.799,42.555,,1,0,1,,,,0,
EG209_20,LD209_20,"""43(34)0""",Box 1.23,m,CL059_20,E012_M,,E008_F120,delicata,C-23,0,ALIVE,2020/21,6/11/20,20/11/06,20/12/24,,0.135,8.44,5.32,NA,NA,0.113,18.051,25.354,43.405,,0,0,1,,,,0,
EG210_20,NA,,,,CL060_20,E009_M,,,delicata,A-23,1,DEAD,2020/21,6/11/20,20/11/06,,,0.164,8.24,6.42,0.146,0.109756098,,,,,"*clutch of 4, 3 non-fertile; bit watery extraction; egg die 18/11",NA,NA,NA,,,,0,
EG211_20,NA,,,,CL061_20,E053_M,,,guichenoti,A-28,1,DEAD,2020/21,7/11/20,20/11/07,,,0.151,8.79,5.52,0.128,0.152317881,,,,,egg die 18/11,NA,NA,NA,,,,0,
EG212_20,LG212_20,"""4500""",Box 1.23,m,CL061_20,E053_M,,E009_F120,guichenoti,C-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/09,,0.14,8.46,5.46,NA,NA,0.139,19.129,23.129,42.258,,1,0,1,,,,0,
EG213_20,LG213_20,"""(124)(34)25""",Box 1.24,m,CL061_20,E053_M,,E003_F120,guichenoti,A-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/30,,0.148,8.6,5.49,0.127,0.141891892,0.112,18.379,22.879,41.258,,0,0,1,,,,0,
EG214_20,LG214_20,"""0402""",Box 1.25,,CL062_20,E050_M*,,E028_F120,guichenoti,C-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/09,,0.131,8.66,5.1,NA,NA,0.144,19.192,27.708,46.9,*same box but 3 clutches based on sticked eggs and shape,1,0,1,,,,0,
EG215_20,LG215_20,"""0340""",Box 1.28,m,CL062_20,E050_M,,,guichenoti,A-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/11,,0.139,8.28,5.46,0.121,0.129496403,0.112,17.766,25.391,43.157,,1,0,0,,,,0,
EG216_20,NA,,,,CL062_20,E050_M,,,guichenoti,A-23,1,DEAD,2020/21,7/11/20,20/11/07,,,0.13,8.36,5.2,0.118,0.092307692,,,,,Egg died 5/1/21,NA,NA,NA,,,,0,
EG217_20,LG217_20,"""5010""",Box 1.24,m,CL063_20,E050_M,,E068,guichenoti,C-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/08,,0.186,8.94,6.26,NA,NA,0.138,18.094,26.528,44.622,"photo with LD, not LG",1,0,1,,,,0,
EG218_20,LG218_20,"""0143""",Box 1.28,m,CL063_20,E050_M,,E058_F120,guichenoti,A-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/10,,0.176,8.61,6.28,0.153,0.130681818,0.111,16.511,21.502,38.013,,1,0,0,,,,0,
EG219_20,LG219_20,"""2050""",Box 1.25,,CL064_20,E050_M,,E028_F120,guichenoti,C-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/10,,0.169,8.77,5.92,NA,NA,0.163,20.413,28.185,48.598,,1,0,1,,,,0,
EG220_20,LG220_20,"""0200""",Box 1.25,f,CL064_20,E050_M,,E068,guichenoti,A-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/09,,0.165,9.08,5.68,0.148,0.103030303,0.147,19.624,26.892,46.516,,1,0,1,,,,0,
EG221_20,LG221_20,,Box 1.23,,CL064_20,E050_M,,,guichenoti,A-23,1,DEAD,2020/21,7/11/20,20/11/07,21/1/03,,0.163,9.11,5.58,0.145,0.110429448,0.133,NA,NA,NA,"died 13/1/21, the cloacal scales is invisible",0,0,0,,,,0,
EG222_20,LG222_20,"""(45)220""",Box 1.25,f,CL065_20,E055_M,,E030_F120,guichenoti,A-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/27,,0.235,9.39,6.84,0.208,0.114893617,0.134,20.412,25.066,45.478,,0,0,1,,,,0,
EG223_20,LG223_20,"""0504""",Box 1.28,f,CL065_20,E055_M,,E058_F120,guichenoti,A-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/08,,0.137,8.76,5.16,0.12,0.124087591,0.111,19.03,NA,NA,"photo with LD, not LG",1,0,0,,,,0,
EG224_20,LG224_20,"""10(15)4""",Box 1.25,f,CL065_20,E055_M,,E026_F120,guichenoti,C-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/08,,0.138,8.53,5.26,NA,NA,0.128,20.017,25.727,45.744,"photo with LD, not LG",1,0,1,,,,0,
EG225_20,LG225_20,"""0040""",Box 1.24,,CL065_20,E055_M,,E017_F120,guichenoti,C-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/29,,0.129,8.43,5.15,NA,NA,0.132,18.643,23.916,42.559,,0,0,1,,,,0,
EG226_20,NA,,,,CL066_20,E049_M,,,delicata,A-23,1,DEAD,2020/21,7/11/20,20/11/07,,,0.139,8.38,5.54,0.114,0.179856115,,,,,"extraction with a bit of blood; egg died 1/02/21, embryo",0,0,0,,,,0,
EG227_20,LD227_20,"""*030""",Box 1.24,m,CL066_20,E049_M,,E019_F120,delicata,A-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/05,,0.135,8.34,5.67,0.113,0.162962963,0.088,16.618,22.666,39.284,,1,1,1,,,,0,
EG228_20,LD228_20,"""(45)001""",Box 1.24,f,CL066_20,E049_M,,E018_F120,delicata,C-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/06,,0.134,8.53,5.37,NA,NA,0.115,18.09,23.867,41.957,possibly fed,1,0,1,,,,0,
EG229_20,LD229_20,"""0103""",Box 1.27,f,CL066_20,E049_M,,,delicata,C-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/26,,0.12,8.38,5.2,NA,NA,0.108,18.103,22.604,40.707,,0,0,0,,,,0,
EG230_20,LG230_20,"""0050""",Box 1.24,m,CL067_20,E051_M,,E021_F120,guichenoti,C-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/30,,0.154,9.09,5.53,NA,NA,0.138,19.084,24.387,43.471,,0,0,1,,,,0,
EG231_20,LG231_20,"""(34)002""",Box 1.24,f,CL067_20,E051_M,,E067,guichenoti,A-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/29,,0.151,8.52,5.68,0.127,0.158940397,0.132,17.929,21.842,39.771,,0,0,1,,,,0,
EG232_20,NA,,,,CL067_20,E051_M,,,guichenoti,A-28,1,DEAD,2020/21,7/11/20,20/11/07,,,0.15,8.51,5.65,0.126,0.16,,,,,egg die 16/11,NA,NA,NA,,,,0,
EG233_20,LG233_20,"""5401""",Box 1.24,,CL068_20,E054_M,,E017_F120,guichenoti,C-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/30,,0.219,9.57,6.15,NA,NA,0.175,20.631,26.494,47.125,,0,0,1,,,,0,
EG234_20,LG234_20,"""24(24)4""",Box 1.25,,CL068_20,E054_M,,E030_F120,guichenoti,A-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/30,,0.224,9.81,6.45,0.196,0.125,0.151,20.658,NA,NA,tail tip is invisible,0,0,1,,,,0,
EG235_20,LD235_20,"""1200""",Box 1.26,f,CL069_20,E048_M,,E039_F120,delicata,A-23,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/23,,0.148,8.06,5.76,0.129,0.128378378,0.103,16.385,23.039,39.424,extraction watery,0,0,0,,,,0,
EG236_20,LD236_20,"""5002""",Box 1.27,m,CL069_20,E048_M,,E046_F120,delicata,A-28,0,ALIVE,2020/21,7/11/20,20/11/07,20/12/06,,0.152,8.07,5.99,0.131,0.138157895,0.1,17.935,23.256,41.191,extraction watery,1,0,0,,,,0,
