eggID,bd_liz_id,toeClip,sex,clutch,egg_encl_ID,species,trt,mortality,liz_status,season,date_egg_laid_.day.m.year..,date_egg_laid_.year.m.day.,hatch_date_.year.m.day.,Hatch_data_.day.m.year.,egg_mass,egg_length_mm,egg_width_mm,bd_svl_orig_mm,bd_tail_orig_mm,notes
EG770_21,LD770_21,,,CL219_21,E004_F120,delicata,C_28_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2003,,0.152,8.15,6.04,18,27,
EG771_21,LD771_21,,,CL219_21,E004_F120,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2003,,0.19,8.45,6.67,18,26,
EG772_21,LD772_21,,,CL219_21,E004_F120,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2004,,0.174,8.85,6.07,19,24,
EG773_21,LD773_21,,,CL220_21,E019_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2002,,0.154,7.77,6.28,16,23,** Note seems to be mixed with 776
EG774_21,LD774_21,,,CL220_21,E019_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2003,,0.158,8.27,6.17,17,22,
EG775_21,LD775_21,,,CL220_21,E019_M,delicata,C_23_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2020,,0.165,8.11,6.32,16,23,
EG776_21,LD776_21,,,CL220_21,E019_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,22/2/2021,,0.156,7.31,6.35,17,22,"Note that this egg was thought to be mixed up with 773, but this is also a egg box labelled 776 quite clearly. I've added the 776 lizard data at the end of the sheet NA on egg and data "
EG777_21,NA,,,CL220_21,E019_M,delicata,CORT_28_5pg_Topical,0,DEAD,2021/22,5/1/2022,22/1/2005,,,0.159,7.71,6.18,NA,NA,egg died 31/1/22
EG778_21,?,,,CL220_21,E019_M,delicata,C_28_Topical,1,ALIVE,2021/22,5/1/2022,22/1/2005,,,0.151,7.73,6.17,NA,NA,
EG779_21,LD779_21,,,CL221_21,E018_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2027,,0.145,7.83,5.92,18,27,
EG780_21,LD780_21,,,CL221_21,E018_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2006,,0.131,8.12,5.5,18,26,
EG781_21,LD781_21,,,CL221_21,E018_M,delicata,C_23_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2027,,0.126,8.09,5.55,19,26,
EG782_21,NA,,,CL221_21,E018_M,delicata,CORT_23_10pg_Topical,0,DEAD,2021/22,7/1/2022,22/1/2007,NA,,0.132,8.14,5.54,NA,NA,egg died 31/1/22
EG783_21,LD783_21,,,CL221_21,E018_M,delicata,CORT_28_5pg_Topical,0,DEAD,2021/22,7/1/2022,22/1/2007,22/2/2006,,0.129,7.52,5.53,17,23,died after hatching; 6/2/22
EG784_21,LD784_21,,,CL221_21,E018_M,delicata,C_28_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2006,,0.134,7.99,5.62,18,27,
EG785_21,LD785_21,,,CL222_21,E031_M,delicata,C_28_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2007,,0.166,8.57,6.04,18,27,
EG786_21,LD786_21,,,CL222_21,E031_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2024,,0.172,9.18,6.07,18,27,
EG787_21,LD787_21,,,CL222_21,E031_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2007,,0.18,9.37,6.22,18,28,
EG788_21,LD788_21,,,CL223_21,E022_F120,delicata,C_23_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2027,,0.153,8.49,6.01,18,26,
EG789_21,NA,,,CL223_21,E022_F120,delicata,CORT_23_10pg_Topical,0,DEAD,2021/22,7/1/2022,22/1/2007,NA,,0.147,8.92,5.6,NA,NA,"egg died 6/2/22, fungus"
EG790_21,LD790_21,,,CL223_21,E022_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2027,,0.138,8.02,5.54,18,25,
EG791_21,LD791_21,,,CL224_21,E019_F120,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2023,,0.143,8.5,5.79,17,23,
EG792_21,LD792_21,,,CL224_21,E019_F120,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2006,,0.126,8.3,5.58,17,24,
EG793_21,LD793_21,,,CL224_21,E019_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2024,,0.129,8.32,5.47,17,24,
EG794_21,LD794_21,,,CL225_21,E030_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2027,,0.163,7.92,6.27,17,23,
EG795_21,LD795_21,,,CL225_21,E030_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2025,,0.158,7.32,6.39,16,24,
EG796_21,LD796_21,,,CL226_21,E030_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2027,,0.137,7.42,6.04,18,23,
EG797_21,LD797_21,,,CL226_21,E030_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2023,,0.145,7.54,6.18,18,23,
EG798_21,LD798_21,,,CL226_21,E030_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2006,,0.14,7.03,5.92,18,23,
EG799_21,LD799_21,,,CL226_21,E030_M,delicata,CORT_28_5pg_Topical,0,DEAD,2021/22,7/1/2022,22/1/2007,22/2/2004,,0.137,6.99,6.04,16,21,died after hatching; 4/2/22
EG800_21,LD800_21,,,CL227_21,E009_M,delicata,C_28_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2006,,0.157,8.32,5.98,18,25,
EG801_21,LD801_21,,,CL227_21,E009_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,7/1/2022,22/1/2007,22/2/2004,,0.16,8.27,6.34,16,24,
EG802_21,LD802_21,,,CL227_21,E009_M,delicata,CORT_28_5pg_Topical,0,DEAD,2021/22,7/1/2022,22/1/2007,22/2/2004,,0.16,7.63,6.25,17,21,died after hatching; 4/2/22
EG803_21,LD803_21,,,CL228_21,E029_F120,delicata,C_28_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2007,,0.149,7.82,6.15,17,21,
EG804_21,NA,,,CL228_21,E029_F120,delicata,CORT_28_10pg_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,NA,,0.157,8.17,6.17,NA,NA,Egg died 15/02/22
EG805_21,NA,,,CL229_21,E020_F120,delicata,C_23_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,NA,,0.113,7.12,5.62,NA,NA,Egg died 13/03/2022; embryo fully formed but did not hatch
EG806_21,NA,,,CL229_21,E020_F120,delicata,CORT_28_10pg_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,,,0.105,7.26,5.4,NA,NA,Note that egg when seperated punctured; egg died 31/1/22
EG807_21,LD807_21,,,CL229_21,E020_F120,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/3/2001,1/3/2022,0.102,7.48,5.12,15,18,
EG808_21,LD808_21,,,CL229_21,E020_F120,delicata,C_28_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2011,,0.117,7.87,5.44,16,14,
EG809_21,LD809_21,,,CL229_21,E020_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,,4/3/2022,0.105,6.86,5.31,17,22,
EG810_21,NA,,,CL229_21,E020_F120,delicata,CORT_28_5pg_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,,,0.117,7.65,5.55,NA,NA,egg died 31/1/22
EG811_21,LD811_21,,,CL230_21,E019_F120,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2006,,0.163,7.8,6.18,17,22,
EG812_21,LD812_21,,,CL230_21,E019_F120,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,,,0.16,7.84,6.6,18,22,
EG813_21,NA,,,CL230_21,E019_F120,delicata,C_28_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,,,0.163,8.73,5.98,NA,NA,egg died 31/1/22; but dried out
EG814_21,NA,,,CL230_21,E019_F120,delicata,CORT_23_10pg_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,,,0.165,7.65,6.53,NA,NA,"egg died 6/2/22, dried out"
EG815_21,LD815_21,,,CL231_21,E010_M,delicata,C_23_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/3/2001,1/3/2022,0.182,9.12,6.37,20,25,
EG816_21,LD816_21,,,CL231_21,E010_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/3/2001,1/3/2022,0.176,8.62,6.11,18,26,
EG817_21,LD817_21,,,CL231_21,E010_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/3/2001,1/3/2022,0.189,8.73,6.46,19,26,
EG818_21,LD818_21,,,CL232_21,E021_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,,4/3/2022,0.145,8.45,5.58,18,24,
EG819_21,LD819_21,,,CL232_21,E021_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2009,,0.153,8.69,5.66,18,25,
EG820_21,LD820_21,,,CL232_21,E021_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2009,,0.143,8.44,5.79,17,24,
EG821_21,LD821_21,,,CL232_21,E021_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,,5/3/2022,0.126,7.82,5.59,17,23,
EG822_21,LD822_21,,,CL232_21,E021_M,delicata,C_23_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,,4/3/2022,0.142,8.38,5.8,17,24,
EG823_21,LD823_21,,,CL232_21,E021_M,delicata,C_28_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2010,,0.148,8.28,5.8,18,22,
EG824_21,LD824_21,,,CL233_21,E016_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2027,,0.157,8.04,6.34,16,23,
EG825_21,LD825_21,,,CL233_21,E016_M,delicata,C_28_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2007,,0.148,7.6,6.3,16,23,
EG826_21,NA,,,CL233_21,E016_M,delicata,CORT_23_5pg_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,,,0.147,7.77,5.91,NA,NA,egg died 21/2/22
EG827_21,LD827_21,,,CL233_21,E016_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2008,,0.155,7.37,6.2,17,22,
EG828_21,LD828_21,,,CL233_21,E016_M,delicata,C_23_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2024,,0.137,7.24,6.02,15,19,
EG829_21,LD829_21,,,CL233_21,E016_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2007,,0.15,7.54,6.09,17,21,
EG830_21,NA,,,CL234_21,E002_F120,delicata,CORT_28_10pg_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,,,0.167,8.5,6.33,NA,NA,egg died 21/2/22
EG831_21,LD831_21,,,CL234_21,E002_F120,delicata,CORT_28_5pg_Topical,0,DEAD,2021/22,10/1/2022,22/1/2010,,,0.152,7.97,6.44,NA,NA,note looks infertile; dried out. Egg died 22/1/31
EG832_21,LD832_21,,,CL234_21,E002_F120,delicata,C_28_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2013,,0.179,8.96,6.24,18,27,
EG833_21,LD833_21,,,CL235_21,E011_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/3/2002,2/3/2022,0.149,8.78,5.94,18,27,
EG834_21,LD834_21,,,CL235_21,E011_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2011,,0.136,8.57,5.54,18,23,
EG835_21,LD835_21,,,CL235_21,E011_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2010,,0.14,8.38,5.64,17,26,
EG836_21,LD836_21,,,CL235_21,E011_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/3/2001,1/3/2022,0.141,8.12,5.94,19,25,
EG837_21,LD837_21,,,CL236_21,E007_F120,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/2/2009,,0.176,9.35,6.02,17.5,25,
EG838_21,LD838_21,,,CL236_21,E007_F120,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,,3/3/2022,0.161,8.7,5.99,16,24,
EG839_21,LD839_21,,,CL236_21,E007_F120,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/3/2001,1/3/2022,0.153,8.38,5.88,18,23,
EG840_21,LD840_21,,,CL236_21,E007_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,10/1/2022,22/1/2010,22/3/2001,1/3/2022,0.168,8.34,6.15,18,24,
EG841_21,LD841_21,,,CL237_21,E027_21,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,22/2/2011,,0.142,8.43,5.67,18,22,
EG842_21,LD842_21,,,CL237_21,E027_21,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,22/2/2011,,0.148,8.45,5.75,16,21,
EG843_21,LD843_21,,,CL237_21,E027_21,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,22/2/2010,,0.149,8.67,5.87,17,23,
EG844_21,LD844_21,,,CL237_21,E027_21,delicata,C_23_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,22/3/2001,1/3/2022,0.145,8.41,6.02,18,23,
EG845_21,LD845_21,,,CL238_21,E031_M,delicata,C_23_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,22/3/2001,1/3/2022,0.201,8.68,6.67,18,25,
EG846_21,LD846_21,,,CL238_21,E031_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,22/3/2001,1/3/2022,0.179,8.68,6.37,18,24,
EG847_21,LD847_21,,,CL238_21,E031_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,,4/3/2022,0.177,8.7,6.08,18,26,
EG848_21,LD848_21,,,CL238_21,E031_M,delicata,C_28_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,22/2/2011,,0.18,8.67,6.41,18,27,
EG849_21,LD849_21,,,CL239_21,E011_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,12/2/2022,22/1/2012,22/2/2011,,0.184,8.91,6.32,18,25,
EG850_21,LD850_21,,,CL240_21,E029_F120,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/2/2010,,0.141,7.68,5.86,14,19,
EG851_21,LD851_21,,,CL241_21,E018_F120,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,,10/3/2022,0.112,8.23,5.33,16,25,
EG852_21,LD852_21,,,CL241_21,E018_F120,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/2/2015,,0.109,8.26,5.09,17,24,
EG853_21,LD853_21,,,CL241_21,E018_F120,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,,6/3/2022,0.107,7.7,5.11,15,24,
EG854_21,LD854_21,,,CL242_21,E015_M,delicata,CORT_28_10pg_Topical,0,DEAD,2021/22,14/1/2022,22/1/2014,22/2/2013,,0.136,8.45,5.57,17,25,Died after hatchling; 14/02/22
EG855_21,LD855_21,,,CL242_21,E015_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/3/2002,2/3/2022,0.14,8.47,5.55,17,23,
EG856_21,LD856_21,,,CL242_21,E015_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/2/2013,,0.137,8.54,5.55,17,26,
EG857_21,LD857_21,,,CL242_21,E015_M,delicata,C_23_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,,3/3/2022,0.134,8.85,5.31,15,26,
EG858_21,LD858_21,,,CL242_21,E015_M,delicata,C_28_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/2/2013,,0.133,8.73,5.34,17,24,
EG859_21,LD859_21,,,CL243_21,E027_M,delicata,CORT_28_10pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/2/2014,,0.11,7.65,5.17,15,23,
EG860_21,LD860_21,,,CL243_21,E027_M,delicata,CORT_23_10pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,,4/3/2022,0.115,7.66,5.39,15,22,
EG861_21,LD861_21,,,CL243_21,E027_M,delicata,C_23_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,,4/3/2022,0.12,7.98,5.51,18,25,
EG862_21,LD862_21,,,CL243_21,E027_M,delicata,C_28_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/2/2013,,0.112,8.14,5.29,16,23,
EG863_21,LD863_21,,,CL243_21,E027_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,,5/3/2022,0.113,7.65,5.52,16,23,
EG864_21,LD864_21,,,CL243_21,E027_M,delicata,CORT_28_5pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/2/2014,,0.112,8.04,5.31,16,25,
EG865_21,LD865_21,,,CL244_21,E025_M,delicata,C_23_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,,5/3/2022,0.135,7.68,5.5,17,22,
EG866_21,LD866_21,,,CL244_21,E025_M,delicata,C_28_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,22/2/2013,,0.141,8.44,5.58,17,26,
EG867_21,LD867_21,,,CL244_21,E025_M,delicata,CORT_23_10pg_Topical,0,MISSING,2021/22,14/1/2022,22/1/2014,,5/3/2022,0.135,8.05,5.55,17,25,lizard escaped
EG868_21,LD868_21,,,CL244_21,E025_M,delicata,CORT_23_5pg_Topical,1,ALIVE,2021/22,14/1/2022,22/1/2014,,5/3/2022,0.135,8.32,5.57,16,23,
EG869_21,,,,CL245_21,E026_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.125,7.62,5.49,NA,NA,
EG870_21,,,,CL245_21,E026_M,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.119,8.51,5.03,NA,NA,
EG871_21,,,,CL245_21,E026_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.12,7.58,5.55,NA,NA,
EG872_21,,,,CL245_21,E026_M,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.133,8.67,5.47,NA,NA,
EG873_21,,,,CL245_21,E026_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.126,7.56,5.38,NA,NA,
EG874_21,,,,CL245_21,E026_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.123,8.13,5.27,NA,NA,
EG875_21,,,,CL246_21,"E017_M, E007_M",delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.156,8.36,6.04,NA,NA,
EG876_21,,,,CL246_21,"E017_M, E007_M",delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.136,7.8,5.7,NA,NA,
EG877_21,,,,CL247_21,"E017_M, E007_M",delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.152,7.89,6.11,NA,NA,
EG878_21,,,,CL247_21,"E017_M, E007_M",delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.13,7.53,5.93,NA,NA,
EG879_21,,,,CL247_21,"E017_M, E007_M",delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.139,7.54,5.93,NA,NA,
EG880_21,,,,CL247_21,"E017_M, E007_M",delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.152,8.34,6.09,NA,NA,
EG881_21,,,,CL248_21,"E017_M, E007_M",delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.174,8.5,6.29,NA,NA,
EG882_21,,,,CL248_21,"E017_M, E007_M",delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.182,8.88,6.35,NA,NA,
EG883_21,,,,CL248_21,"E017_M, E007_M",delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.173,8.38,6.28,NA,NA,
EG884_21,,,,CL248_21,"E017_M, E007_M",delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.187,8.71,6.64,NA,NA,
EG885_21,,,,CL248_21,"E017_M, E007_M",delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.153,8.34,5.98,NA,NA,
EG886_21,,,,CL249_21,E012_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.187,8.92,6.39,NA,NA,
EG887_21,,,,CL249_21,E012_M,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.18,9.14,6.39,NA,NA,
EG888_21,,,,CL249_21,E012_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.181,9.2,6.05,NA,NA,
EG889_21,,,,CL249_21,E012_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.194,8.95,6.59,NA,NA,
EG890_21,,,,CL250_21,E018_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.142,8.75,5.54,NA,NA,
EG891_21,,,,CL250_21,E018_M,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.136,8.41,5.22,NA,NA,
EG892_21,,,,CL250_21,E018_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.133,8.42,5.47,NA,NA,
EG893_21,,,,CL250_21,E018_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.128,8.34,5.37,NA,NA,
EG894_21,,,,CL250_21,E018_M,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.135,8.55,5.33,NA,NA,
EG895_21,,,,CL250_21,E018_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.146,9.37,5.56,NA,NA,
EG896_21,,,,CL251_21,E013_F120,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.142,7.82,6.01,NA,NA,
EG897_21,,,,CL251_21,E013_F120,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.162,7.71,5.97,NA,NA,
EG898_21,,,,CL251_21,E013_F120,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.156,7.68,6.32,NA,NA,
EG899_21,,,,CL252_21,E013_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.117,7.25,5.67,NA,NA,
EG900_21,,,,CL252_21,E013_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.127,6.94,5.84,NA,NA,
EG901_21,,,,CL252_21,E013_M,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.126,8.04,5.61,NA,NA,
EG902_21,,,,CL252_21,E013_M,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.122,7.11,5.38,NA,NA,
EG903_21,,,,CL252_21,E013_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.147,8.14,5.84,NA,NA,
EG904_21,,,,CL252_21,E013_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.122,7.61,5.56,NA,NA,
EG905_21,,,,CL253_21,E016_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.113,8.34,4.54,NA,NA,
EG906_21,,,,CL253_21,E016_M,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.108,8.56,5.11,NA,NA,
EG907_21,,,,CL253_21,E016_M,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.109,7.62,4.97,NA,NA,
EG908_21,,,,CL253_21,E016_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.121,8.32,4.95,NA,NA,
EG909_21,,,,CL253_21,E016_M,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.112,8.28,4.73,NA,NA,
EG910_21,,,,CL254_21,E025_F120,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.122,7.67,5.39,NA,NA,
EG911_21,,,,CL254_21,E025_F120,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.127,7.93,5.58,NA,NA,
EG912_21,,,,CL254_21,E025_F120,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.12,7.55,5.35,NA,NA,
EG913_21,,,,CL254_21,E025_F120,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.128,7.68,5.9,NA,NA,
EG914_21,,,,CL255_21,E014_F120,delicata,C_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.145,8.34,5.67,NA,NA,
EG915_21,,,,CL255_21,E014_F120,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.144,8.48,5.72,NA,NA,
EG916_21,,,,CL255_21,E014_F120,delicata,CORT_5pg_Topical,1,ALIVE,2021/22,17/1/2022,22/1/2017,,,0.144,8.13,5.77,NA,NA,
EG917_21,,,,CL255_21,E014_F120,delicata,CORT_5pg_Topical,0,DEAD,2021/22,17/1/2022,22/1/2017,,,0.146,9.12,5.54,NA,NA,
EG918_21,,,,CL256_21,E027_21,delicata,C_Topical,1,ALIVE,2021/22,21/1/2022,22/1/2021,,,0.12,8.52,5.31,NA,NA,
EG919_21,,,,CL256_21,E027_21,delicata,CORT_10pg_Topical,1,ALIVE,2021/22,21/1/2022,22/1/2021,,,0.114,8.22,5.07,NA,NA,
